idx,gpt_label,confidence,gold_label,confidence_normalized
780,1,1.0,1,0.00033654452904799967
782,1,1.0,1,0.00033654452904799967
783,1,1.0,1,0.00033654452904799967
784,1,1.0,1,0.00033654452904799967
785,1,0.625,1,0.0002103403306549998
786,1,1.0,1,0.00033654452904799967
787,1,0.875,1,0.0002944764629169997
788,1,1.0,0,0.00033654452904799967
789,1,0.875,1,0.0002944764629169997
790,1,0.875,1,0.0002944764629169997
791,1,0.5,1,0.00016827226452399984
793,1,1.0,1,0.00033654452904799967
794,1,1.0,1,0.00033654452904799967
795,1,0.875,1,0.0002944764629169997
797,1,1.0,1,0.00033654452904799967
798,1,1.0,1,0.00033654452904799967
799,1,1.0,1,0.00033654452904799967
800,1,0.875,1,0.0002944764629169997
801,1,1.0,1,0.00033654452904799967
802,1,1.0,1,0.00033654452904799967
803,1,0.875,1,0.0002944764629169997
804,0,0.125,1,4.206806613099996e-05
805,1,0.875,0,0.0002944764629169997
806,1,0.5,0,0.00016827226452399984
807,1,0.875,1,0.0002944764629169997
808,1,1.0,0,0.00033654452904799967
809,1,0.625,1,0.0002103403306549998
810,1,0.875,1,0.0002944764629169997
811,1,0.75,1,0.00025240839678599975
814,1,0.5,0,0.00016827226452399984
815,1,0.875,1,0.0002944764629169997
816,1,0.75,0,0.00025240839678599975
817,1,0.75,0,0.00025240839678599975
818,1,0.875,0,0.0002944764629169997
819,1,0.625,0,0.0002103403306549998
820,1,0.5,0,0.00016827226452399984
822,0,0.75,1,0.00025240839678599975
823,1,1.0,1,0.00033654452904799967
824,0,0.875,0,0.0002944764629169997
825,1,1.0,0,0.00033654452904799967
826,0,0.875,0,0.0002944764629169997
827,1,0.75,1,0.00025240839678599975
828,0,0.0,0,0.0
829,1,0.5,0,0.00016827226452399984
830,1,0.875,1,0.0002944764629169997
831,1,1.0,1,0.00033654452904799967
832,1,0.875,0,0.0002944764629169997
833,1,0.875,1,0.0002944764629169997
834,1,1.0,1,0.00033654452904799967
835,0,0.5,0,0.00016827226452399984
836,1,0.875,1,0.0002944764629169997
837,1,0.875,0,0.0002944764629169997
838,0,0.75,0,0.00025240839678599975
840,1,1.0,1,0.00033654452904799967
841,1,1.0,1,0.00033654452904799967
843,0,0.875,0,0.0002944764629169997
844,1,1.0,1,0.00033654452904799967
845,1,0.75,1,0.00025240839678599975
846,1,1.0,1,0.00033654452904799967
847,1,0.75,0,0.00025240839678599975
848,1,1.0,1,0.00033654452904799967
849,1,1.0,0,0.00033654452904799967
850,1,1.0,1,0.00033654452904799967
851,1,1.0,1,0.00033654452904799967
853,1,1.0,1,0.00033654452904799967
854,1,1.0,1,0.00033654452904799967
855,1,0.5,1,0.00016827226452399984
856,1,0.625,0,0.0002103403306549998
857,1,0.75,1,0.00025240839678599975
858,1,0.75,0,0.00025240839678599975
859,0,0.5,1,0.00016827226452399984
860,1,0.875,1,0.0002944764629169997
861,0,0.125,1,4.206806613099996e-05
862,1,0.875,1,0.0002944764629169997
863,1,1.0,1,0.00033654452904799967
864,1,1.0,1,0.00033654452904799967
866,1,1.0,1,0.00033654452904799967
867,1,0.875,1,0.0002944764629169997
868,1,0.5,0,0.00016827226452399984
869,1,1.0,1,0.00033654452904799967
870,1,1.0,1,0.00033654452904799967
871,0,0.375,1,0.00012620419839299988
872,1,0.75,1,0.00025240839678599975
873,0,0.5,0,0.00016827226452399984
874,1,0.5,0,0.00016827226452399984
875,1,1.0,1,0.00033654452904799967
876,0,0.5,1,0.00016827226452399984
877,1,1.0,1,0.00033654452904799967
878,1,0.875,1,0.0002944764629169997
879,1,1.0,1,0.00033654452904799967
880,1,1.0,1,0.00033654452904799967
881,1,0.75,1,0.00025240839678599975
882,1,1.0,1,0.00033654452904799967
883,1,0.875,1,0.0002944764629169997
884,1,1.0,0,0.00033654452904799967
886,1,0.625,1,0.0002103403306549998
887,1,0.875,0,0.0002944764629169997
888,1,0.625,0,0.0002103403306549998
889,1,0.875,1,0.0002944764629169997
890,1,0.375,0,0.00012620419839299988
891,1,0.875,0,0.0002944764629169997
892,0,0.625,1,0.0002103403306549998
893,1,0.875,0,0.0002944764629169997
894,1,1.0,1,0.00033654452904799967
895,1,1.0,1,0.00033654452904799967
896,1,0.875,1,0.0002944764629169997
898,1,0.875,1,0.0002944764629169997
899,1,1.0,0,0.00033654452904799967
900,1,1.0,1,0.00033654452904799967
901,1,1.0,1,0.00033654452904799967
902,0,0.75,0,0.00025240839678599975
903,1,1.0,1,0.00033654452904799967
904,1,1.0,1,0.00033654452904799967
905,1,0.25,1,8.413613226199992e-05
906,1,0.75,0,0.00025240839678599975
907,1,1.0,1,0.00033654452904799967
908,1,1.0,1,0.00033654452904799967
909,1,1.0,0,0.00033654452904799967
910,1,1.0,1,0.00033654452904799967
911,1,0.875,1,0.0002944764629169997
912,0,0.875,0,0.0002944764629169997
913,1,0.375,0,0.00012620419839299988
914,1,0.5,1,0.00016827226452399984
915,0,0.25,1,8.413613226199992e-05
916,1,0.625,1,0.0002103403306549998
917,1,1.0,1,0.00033654452904799967
918,1,1.0,1,0.00033654452904799967
919,1,0.875,1,0.0002944764629169997
920,1,1.0,1,0.00033654452904799967
921,1,0.375,0,0.00012620419839299988
922,1,0.75,1,0.00025240839678599975
923,0,0.75,0,0.00025240839678599975
925,1,0.875,1,0.0002944764629169997
926,0,0.5,0,0.00016827226452399984
927,1,0.875,1,0.0002944764629169997
928,1,1.0,1,0.00033654452904799967
929,0,0.5,0,0.00016827226452399984
930,1,0.875,1,0.0002944764629169997
931,1,0.875,1,0.0002944764629169997
932,1,0.5,0,0.00016827226452399984
933,1,1.0,1,0.00033654452904799967
934,1,0.75,0,0.00025240839678599975
935,0,0.5,0,0.00016827226452399984
936,1,0.875,0,0.0002944764629169997
937,1,1.0,1,0.00033654452904799967
938,1,0.875,1,0.0002944764629169997
939,0,0.75,0,0.00025240839678599975
940,1,0.75,1,0.00025240839678599975
941,0,0.625,0,0.0002103403306549998
942,1,0.75,0,0.00025240839678599975
943,0,0.625,0,0.0002103403306549998
944,1,1.0,0,0.00033654452904799967
945,1,1.0,1,0.00033654452904799967
946,0,0.375,0,0.00012620419839299988
947,1,0.875,0,0.0002944764629169997
948,1,0.75,1,0.00025240839678599975
949,1,0.875,1,0.0002944764629169997
950,1,0.875,1,0.0002944764629169997
951,1,0.25,0,8.413613226199992e-05
952,1,1.0,1,0.00033654452904799967
953,0,0.875,0,0.0002944764629169997
954,1,0.625,0,0.0002103403306549998
955,0,0.375,0,0.00012620419839299988
956,1,0.875,1,0.0002944764629169997
957,1,0.875,0,0.0002944764629169997
958,1,1.0,1,0.00033654452904799967
959,1,0.75,1,0.00025240839678599975
960,0,0.5,0,0.00016827226452399984
961,1,0.875,1,0.0002944764629169997
962,1,0.75,0,0.00025240839678599975
963,1,1.0,1,0.00033654452904799967
964,1,1.0,1,0.00033654452904799967
965,1,1.0,1,0.00033654452904799967
967,1,1.0,0,0.00033654452904799967
969,1,0.875,1,0.0002944764629169997
970,1,1.0,1,0.00033654452904799967
971,1,0.875,1,0.0002944764629169997
972,1,0.5,0,0.00016827226452399984
973,1,1.0,1,0.00033654452904799967
975,1,0.75,1,0.00025240839678599975
976,1,1.0,1,0.00033654452904799967
977,0,0.75,0,0.00025240839678599975
979,1,0.625,1,0.0002103403306549998
980,1,0.625,1,0.0002103403306549998
981,1,0.75,0,0.00025240839678599975
982,1,1.0,0,0.00033654452904799967
984,1,1.0,1,0.00033654452904799967
985,1,1.0,1,0.00033654452904799967
986,1,1.0,1,0.00033654452904799967
987,0,0.625,0,0.0002103403306549998
988,1,1.0,1,0.00033654452904799967
989,0,0.5,0,0.00016827226452399984
991,1,0.75,1,0.00025240839678599975
992,1,0.75,1,0.00025240839678599975
993,1,0.625,0,0.0002103403306549998
994,1,1.0,1,0.00033654452904799967
995,1,0.875,0,0.0002944764629169997
996,1,1.0,1,0.00033654452904799967
997,1,0.875,0,0.0002944764629169997
998,1,1.0,1,0.00033654452904799967
999,1,0.375,0,0.00012620419839299988
1000,1,1.0,1,0.00033654452904799967
1001,0,0.75,0,0.00025240839678599975
1002,1,1.0,1,0.00033654452904799967
1004,0,0.625,0,0.0002103403306549998
1006,1,0.875,1,0.0002944764629169997
1007,1,0.875,0,0.0002944764629169997
1008,1,1.0,1,0.00033654452904799967
1009,1,1.0,0,0.00033654452904799967
1010,1,1.0,0,0.00033654452904799967
1011,0,0.25,1,8.413613226199992e-05
1012,1,1.0,1,0.00033654452904799967
1013,1,0.875,1,0.0002944764629169997
1014,1,1.0,1,0.00033654452904799967
1015,1,1.0,1,0.00033654452904799967
1016,1,0.875,1,0.0002944764629169997
1017,1,1.0,1,0.00033654452904799967
1018,1,0.625,0,0.0002103403306549998
1020,1,1.0,1,0.00033654452904799967
1021,1,1.0,1,0.00033654452904799967
1022,1,1.0,1,0.00033654452904799967
1023,1,1.0,1,0.00033654452904799967
1024,1,0.875,1,0.0002944764629169997
1025,1,1.0,0,0.00033654452904799967
1026,1,1.0,1,0.00033654452904799967
1027,1,0.625,0,0.0002103403306549998
1028,1,0.5,1,0.00016827226452399984
1029,1,0.75,1,0.00025240839678599975
1030,1,1.0,1,0.00033654452904799967
1031,1,1.0,0,0.00033654452904799967
1032,1,0.625,0,0.0002103403306549998
1033,1,0.75,1,0.00025240839678599975
1034,1,0.875,1,0.0002944764629169997
1035,1,1.0,1,0.00033654452904799967
1037,1,0.875,1,0.0002944764629169997
1038,1,0.75,1,0.00025240839678599975
1040,1,0.875,1,0.0002944764629169997
1041,1,0.375,0,0.00012620419839299988
1042,1,1.0,0,0.00033654452904799967
1043,1,0.375,0,0.00012620419839299988
1044,1,0.625,1,0.0002103403306549998
1045,1,1.0,1,0.00033654452904799967
1046,1,0.875,1,0.0002944764629169997
1047,1,1.0,0,0.00033654452904799967
1048,1,0.75,1,0.00025240839678599975
1049,1,1.0,1,0.00033654452904799967
1051,1,0.875,1,0.0002944764629169997
1052,1,1.0,1,0.00033654452904799967
1053,1,1.0,1,0.00033654452904799967
1054,0,0.375,1,0.00012620419839299988
1055,1,1.0,1,0.00033654452904799967
1056,1,0.625,0,0.0002103403306549998
1057,0,0.75,1,0.00025240839678599975
1058,0,0.625,0,0.0002103403306549998
1059,0,0.375,0,0.00012620419839299988
1060,1,1.0,1,0.00033654452904799967
1061,1,0.875,1,0.0002944764629169997
1062,1,0.75,0,0.00025240839678599975
1063,1,0.25,0,8.413613226199992e-05
1064,1,0.875,0,0.0002944764629169997
1065,0,0.5,1,0.00016827226452399984
1066,1,0.25,0,8.413613226199992e-05
1068,1,1.0,0,0.00033654452904799967
1070,1,0.625,1,0.0002103403306549998
1071,1,0.5,1,0.00016827226452399984
1072,1,1.0,0,0.00033654452904799967
1074,1,0.875,1,0.0002944764629169997
1075,1,0.875,1,0.0002944764629169997
1077,0,0.375,1,0.00012620419839299988
1078,1,0.875,1,0.0002944764629169997
1079,1,0.625,1,0.0002103403306549998
1081,1,1.0,1,0.00033654452904799967
1082,1,1.0,1,0.00033654452904799967
1084,1,0.75,1,0.00025240839678599975
1085,1,1.0,1,0.00033654452904799967
1086,1,1.0,1,0.00033654452904799967
1087,1,1.0,1,0.00033654452904799967
1088,0,0.75,0,0.00025240839678599975
1089,1,0.875,1,0.0002944764629169997
1090,1,1.0,1,0.00033654452904799967
1091,1,1.0,0,0.00033654452904799967
1092,1,0.75,0,0.00025240839678599975
1093,1,1.0,1,0.00033654452904799967
1095,1,0.875,0,0.0002944764629169997
1096,0,0.375,0,0.00012620419839299988
1097,1,1.0,1,0.00033654452904799967
1098,1,1.0,0,0.00033654452904799967
1099,0,0.875,0,0.0002944764629169997
1100,0,0.75,0,0.00025240839678599975
1101,1,1.0,1,0.00033654452904799967
1103,1,1.0,0,0.00033654452904799967
1104,1,0.875,1,0.0002944764629169997
1105,0,0.375,0,0.00012620419839299988
1106,0,0.5,0,0.00016827226452399984
1108,1,0.75,1,0.00025240839678599975
1110,1,0.75,1,0.00025240839678599975
1111,1,0.625,0,0.0002103403306549998
1112,0,0.375,0,0.00012620419839299988
1113,1,0.75,0,0.00025240839678599975
1114,0,0.125,1,4.206806613099996e-05
1116,1,1.0,1,0.00033654452904799967
1117,1,1.0,1,0.00033654452904799967
1118,1,1.0,1,0.00033654452904799967
1119,0,0.75,0,0.00025240839678599975
1120,0,0.5,1,0.00016827226452399984
1122,1,1.0,0,0.00033654452904799967
1123,1,1.0,1,0.00033654452904799967
1125,0,0.625,0,0.0002103403306549998
1126,1,1.0,1,0.00033654452904799967
1127,1,1.0,1,0.00033654452904799967
1128,0,0.375,1,0.00012620419839299988
1129,0,0.625,1,0.0002103403306549998
1130,1,1.0,1,0.00033654452904799967
1131,1,0.875,1,0.0002944764629169997
1132,1,1.0,1,0.00033654452904799967
1133,1,0.875,1,0.0002944764629169997
1134,1,0.875,1,0.0002944764629169997
1135,1,0.375,0,0.00012620419839299988
1136,1,1.0,0,0.00033654452904799967
1137,1,1.0,1,0.00033654452904799967
1138,0,0.625,0,0.0002103403306549998
1139,1,1.0,1,0.00033654452904799967
1140,1,1.0,1,0.00033654452904799967
1141,1,1.0,1,0.00033654452904799967
1142,1,0.75,1,0.00025240839678599975
1144,1,1.0,1,0.00033654452904799967
1145,0,0.5,0,0.00016827226452399984
1146,0,0.75,0,0.00025240839678599975
1147,1,0.875,1,0.0002944764629169997
1148,1,1.0,1,0.00033654452904799967
1149,1,0.875,1,0.0002944764629169997
1150,1,1.0,1,0.00033654452904799967
1151,1,1.0,0,0.00033654452904799967
1152,0,0.75,0,0.00025240839678599975
1153,1,0.875,1,0.0002944764629169997
1154,1,0.875,0,0.0002944764629169997
1155,0,0.25,0,8.413613226199992e-05
1156,1,0.875,0,0.0002944764629169997
1157,1,1.0,1,0.00033654452904799967
1158,1,0.875,1,0.0002944764629169997
1159,1,1.0,1,0.00033654452904799967
1160,0,0.625,1,0.0002103403306549998
1163,1,1.0,1,0.00033654452904799967
1164,1,0.625,0,0.0002103403306549998
1165,1,1.0,1,0.00033654452904799967
1167,1,0.625,0,0.0002103403306549998
1168,1,1.0,1,0.00033654452904799967
1169,1,0.5,1,0.00016827226452399984
1170,0,0.625,1,0.0002103403306549998
1171,0,0.75,0,0.00025240839678599975
1172,1,1.0,1,0.00033654452904799967
1173,1,0.625,1,0.0002103403306549998
1174,0,0.125,1,4.206806613099996e-05
1175,0,0.625,0,0.0002103403306549998
1176,1,1.0,1,0.00033654452904799967
1177,1,1.0,1,0.00033654452904799967
1178,1,1.0,1,0.00033654452904799967
1179,1,1.0,1,0.00033654452904799967
1180,0,0.5,1,0.00016827226452399984
1181,1,0.875,1,0.0002944764629169997
1182,1,0.875,1,0.0002944764629169997
1183,1,1.0,1,0.00033654452904799967
1184,0,0.875,1,0.0002944764629169997
1185,1,0.625,0,0.0002103403306549998
1186,0,0.625,1,0.0002103403306549998
1187,1,0.875,1,0.0002944764629169997
1189,1,0.875,1,0.0002944764629169997
1190,1,1.0,0,0.00033654452904799967
1191,0,0.625,0,0.0002103403306549998
1192,1,0.375,0,0.00012620419839299988
1193,1,1.0,1,0.00033654452904799967
1194,1,0.875,1,0.0002944764629169997
1195,0,0.5,0,0.00016827226452399984
1196,1,0.75,1,0.00025240839678599975
1197,1,0.625,0,0.0002103403306549998
1198,1,0.625,0,0.0002103403306549998
1199,1,1.0,1,0.00033654452904799967
1200,1,1.0,1,0.00033654452904799967
1201,1,1.0,1,0.00033654452904799967
1202,0,0.75,0,0.00025240839678599975
1204,1,1.0,1,0.00033654452904799967
1205,1,0.75,1,0.00025240839678599975
1206,1,0.75,1,0.00025240839678599975
1207,0,0.375,0,0.00012620419839299988
1208,0,0.625,0,0.0002103403306549998
1209,1,0.625,0,0.0002103403306549998
1210,1,0.75,1,0.00025240839678599975
1211,1,0.875,1,0.0002944764629169997
1212,1,0.625,0,0.0002103403306549998
1213,1,0.875,1,0.0002944764629169997
1214,1,1.0,1,0.00033654452904799967
1215,1,1.0,1,0.00033654452904799967
1216,1,0.875,0,0.0002944764629169997
1217,1,1.0,1,0.00033654452904799967
1219,1,0.75,0,0.00025240839678599975
1220,1,1.0,0,0.00033654452904799967
1221,1,0.875,1,0.0002944764629169997
1222,1,1.0,1,0.00033654452904799967
1223,1,0.875,1,0.0002944764629169997
1224,1,1.0,1,0.00033654452904799967
1225,1,0.875,0,0.0002944764629169997
1226,1,0.75,1,0.00025240839678599975
1227,0,0.625,0,0.0002103403306549998
1229,1,0.5,1,0.00016827226452399984
1230,1,0.75,1,0.00025240839678599975
1231,1,0.875,0,0.0002944764629169997
1232,1,0.5,1,0.00016827226452399984
1233,1,0.5,1,0.00016827226452399984
1234,1,1.0,1,0.00033654452904799967
1235,1,0.625,1,0.0002103403306549998
1236,1,1.0,1,0.00033654452904799967
1237,1,0.625,1,0.0002103403306549998
1238,1,1.0,1,0.00033654452904799967
1239,1,1.0,1,0.00033654452904799967
1240,1,1.0,0,0.00033654452904799967
1241,1,0.75,0,0.00025240839678599975
1243,1,0.375,1,0.00012620419839299988
1244,0,0.75,0,0.00025240839678599975
1245,1,0.375,0,0.00012620419839299988
1247,1,0.5,1,0.00016827226452399984
1248,1,0.875,0,0.0002944764629169997
1249,1,1.0,0,0.00033654452904799967
1250,1,0.625,0,0.0002103403306549998
1251,0,0.75,1,0.00025240839678599975
1252,1,1.0,1,0.00033654452904799967
1253,1,1.0,1,0.00033654452904799967
1254,0,0.375,0,0.00012620419839299988
1255,1,0.875,1,0.0002944764629169997
1256,1,1.0,0,0.00033654452904799967
1257,1,1.0,1,0.00033654452904799967
1258,1,0.875,1,0.0002944764629169997
1259,1,0.625,1,0.0002103403306549998
1260,1,1.0,1,0.00033654452904799967
1261,1,1.0,1,0.00033654452904799967
1262,1,0.875,0,0.0002944764629169997
1263,1,0.875,1,0.0002944764629169997
1264,1,0.75,0,0.00025240839678599975
1265,0,0.5,1,0.00016827226452399984
1266,1,1.0,1,0.00033654452904799967
1267,0,0.5,0,0.00016827226452399984
1268,0,0.875,0,0.0002944764629169997
1269,1,1.0,1,0.00033654452904799967
1270,1,0.75,1,0.00025240839678599975
1271,1,0.875,1,0.0002944764629169997
1272,1,0.75,1,0.00025240839678599975
1273,1,1.0,1,0.00033654452904799967
1274,1,0.875,1,0.0002944764629169997
1275,1,1.0,1,0.00033654452904799967
1276,1,0.75,0,0.00025240839678599975
1277,1,1.0,1,0.00033654452904799967
1278,1,1.0,1,0.00033654452904799967
1279,1,1.0,1,0.00033654452904799967
1280,0,0.75,0,0.00025240839678599975
1281,0,0.5,0,0.00016827226452399984
1282,1,1.0,0,0.00033654452904799967
1283,1,0.875,1,0.0002944764629169997
1284,1,0.875,1,0.0002944764629169997
1285,1,0.875,1,0.0002944764629169997
1286,1,0.625,0,0.0002103403306549998
1287,1,0.75,0,0.00025240839678599975
1288,1,1.0,1,0.00033654452904799967
1289,1,1.0,1,0.00033654452904799967
1290,1,1.0,1,0.00033654452904799967
1292,1,0.75,1,0.00025240839678599975
1293,0,0.5,0,0.00016827226452399984
1294,1,1.0,1,0.00033654452904799967
1295,0,0.5,0,0.00016827226452399984
1296,1,1.0,1,0.00033654452904799967
1297,1,0.625,1,0.0002103403306549998
1298,1,0.75,0,0.00025240839678599975
1299,0,0.5,0,0.00016827226452399984
1300,1,1.0,1,0.00033654452904799967
1301,1,0.875,1,0.0002944764629169997
1302,1,1.0,1,0.00033654452904799967
1303,1,1.0,1,0.00033654452904799967
1304,0,0.5,1,0.00016827226452399984
1307,1,1.0,0,0.00033654452904799967
1308,0,0.75,0,0.00025240839678599975
1309,0,0.5,1,0.00016827226452399984
1310,1,0.875,1,0.0002944764629169997
1311,1,0.875,1,0.0002944764629169997
1312,1,1.0,1,0.00033654452904799967
1313,1,0.875,1,0.0002944764629169997
1314,1,0.75,1,0.00025240839678599975
1315,1,0.875,1,0.0002944764629169997
1316,1,0.875,1,0.0002944764629169997
1317,1,0.875,1,0.0002944764629169997
1318,0,0.5,0,0.00016827226452399984
1319,1,0.75,1,0.00025240839678599975
1320,1,1.0,0,0.00033654452904799967
1321,1,1.0,1,0.00033654452904799967
1322,1,0.875,1,0.0002944764629169997
1323,1,0.875,1,0.0002944764629169997
1324,1,0.375,0,0.00012620419839299988
1325,0,0.125,1,4.206806613099996e-05
1327,1,0.625,0,0.0002103403306549998
1328,1,0.875,0,0.0002944764629169997
1329,1,0.875,1,0.0002944764629169997
1330,1,0.875,1,0.0002944764629169997
1331,1,1.0,1,0.00033654452904799967
1332,1,1.0,1,0.00033654452904799967
1333,1,0.875,1,0.0002944764629169997
1334,1,0.5,1,0.00016827226452399984
1335,1,0.875,1,0.0002944764629169997
1336,1,0.625,0,0.0002103403306549998
1337,1,1.0,1,0.00033654452904799967
1338,1,1.0,1,0.00033654452904799967
1339,1,0.375,0,0.00012620419839299988
1341,1,0.875,1,0.0002944764629169997
1342,1,1.0,1,0.00033654452904799967
1343,0,0.0,1,0.0
1345,1,1.0,1,0.00033654452904799967
1346,1,1.0,1,0.00033654452904799967
1347,0,0.375,1,0.00012620419839299988
1348,1,1.0,1,0.00033654452904799967
1350,1,0.875,1,0.0002944764629169997
1351,1,0.875,1,0.0002944764629169997
1352,1,0.875,1,0.0002944764629169997
1354,1,0.875,1,0.0002944764629169997
1355,1,0.375,0,0.00012620419839299988
1356,1,1.0,1,0.00033654452904799967
1357,1,1.0,1,0.00033654452904799967
1358,0,0.5,0,0.00016827226452399984
1359,1,1.0,1,0.00033654452904799967
1360,1,1.0,1,0.00033654452904799967
1362,1,1.0,1,0.00033654452904799967
1363,1,0.625,0,0.0002103403306549998
1364,0,0.75,0,0.00025240839678599975
1366,1,0.875,1,0.0002944764629169997
1367,1,0.75,1,0.00025240839678599975
1368,0,0.625,0,0.0002103403306549998
1369,1,0.75,0,0.00025240839678599975
1370,1,1.0,1,0.00033654452904799967
1372,1,1.0,1,0.00033654452904799967
1374,0,0.875,0,0.0002944764629169997
1376,1,1.0,1,0.00033654452904799967
1377,1,1.0,1,0.00033654452904799967
1378,1,1.0,1,0.00033654452904799967
1379,1,1.0,1,0.00033654452904799967
1380,1,1.0,1,0.00033654452904799967
1381,1,1.0,1,0.00033654452904799967
1382,0,0.625,0,0.0002103403306549998
1383,1,0.75,0,0.00025240839678599975
1385,1,0.375,0,0.00012620419839299988
1386,1,1.0,1,0.00033654452904799967
1387,0,0.625,0,0.0002103403306549998
1388,1,1.0,0,0.00033654452904799967
1389,1,0.75,1,0.00025240839678599975
1390,1,1.0,1,0.00033654452904799967
1391,1,0.5,0,0.00016827226452399984
1392,1,0.875,1,0.0002944764629169997
1393,1,1.0,1,0.00033654452904799967
1394,1,1.0,1,0.00033654452904799967
1395,1,1.0,1,0.00033654452904799967
1396,1,1.0,1,0.00033654452904799967
1397,1,1.0,0,0.00033654452904799967
1398,1,1.0,1,0.00033654452904799967
1399,1,1.0,1,0.00033654452904799967
1400,1,0.875,1,0.0002944764629169997
1401,0,0.625,0,0.0002103403306549998
1402,1,0.625,1,0.0002103403306549998
1403,1,0.875,0,0.0002944764629169997
1404,1,0.5,0,0.00016827226452399984
1405,1,0.875,1,0.0002944764629169997
1406,1,0.875,1,0.0002944764629169997
1407,1,1.0,1,0.00033654452904799967
1408,1,1.0,1,0.00033654452904799967
1409,0,0.625,1,0.0002103403306549998
1410,1,1.0,1,0.00033654452904799967
1411,1,0.875,1,0.0002944764629169997
1412,1,0.875,1,0.0002944764629169997
1413,0,0.375,0,0.00012620419839299988
1415,1,0.75,0,0.00025240839678599975
1416,1,0.75,0,0.00025240839678599975
1417,1,1.0,1,0.00033654452904799967
1418,1,1.0,1,0.00033654452904799967
1419,1,1.0,0,0.00033654452904799967
1420,1,0.875,1,0.0002944764629169997
1421,1,1.0,1,0.00033654452904799967
1422,1,0.875,1,0.0002944764629169997
1424,1,0.75,0,0.00025240839678599975
1425,1,1.0,1,0.00033654452904799967
1426,1,1.0,1,0.00033654452904799967
1427,1,1.0,1,0.00033654452904799967
1429,0,0.25,0,8.413613226199992e-05
1430,1,1.0,1,0.00033654452904799967
1431,1,0.75,1,0.00025240839678599975
1432,1,0.875,1,0.0002944764629169997
1433,1,1.0,1,0.00033654452904799967
1434,1,1.0,1,0.00033654452904799967
1435,1,1.0,0,0.00033654452904799967
1437,1,1.0,0,0.00033654452904799967
1438,1,0.875,0,0.0002944764629169997
1439,1,0.75,0,0.00025240839678599975
1440,1,0.875,0,0.0002944764629169997
1441,1,1.0,1,0.00033654452904799967
1442,0,0.625,0,0.0002103403306549998
1443,1,0.75,0,0.00025240839678599975
1444,1,1.0,1,0.00033654452904799967
1445,1,1.0,1,0.00033654452904799967
1446,0,0.625,1,0.0002103403306549998
1447,1,0.375,0,0.00012620419839299988
1448,1,0.625,1,0.0002103403306549998
1449,1,0.75,1,0.00025240839678599975
1450,1,1.0,1,0.00033654452904799967
1451,1,0.75,1,0.00025240839678599975
1452,1,0.75,0,0.00025240839678599975
1453,1,0.875,0,0.0002944764629169997
1454,1,0.75,0,0.00025240839678599975
1455,1,1.0,1,0.00033654452904799967
1456,1,0.75,0,0.00025240839678599975
1457,0,0.75,1,0.00025240839678599975
1458,0,0.25,1,8.413613226199992e-05
1459,1,1.0,0,0.00033654452904799967
1460,1,1.0,1,0.00033654452904799967
1461,0,0.75,0,0.00025240839678599975
1462,1,1.0,0,0.00033654452904799967
1463,1,0.625,0,0.0002103403306549998
1464,1,0.625,0,0.0002103403306549998
1465,1,0.875,1,0.0002944764629169997
1466,1,0.75,0,0.00025240839678599975
1467,1,1.0,0,0.00033654452904799967
1468,1,0.875,0,0.0002944764629169997
1469,1,0.5,1,0.00016827226452399984
1471,1,0.875,1,0.0002944764629169997
1472,1,1.0,0,0.00033654452904799967
1473,0,0.5,0,0.00016827226452399984
1474,1,1.0,1,0.00033654452904799967
1475,1,1.0,1,0.00033654452904799967
1476,1,1.0,1,0.00033654452904799967
1478,1,0.875,1,0.0002944764629169997
1479,1,0.5,1,0.00016827226452399984
1481,0,0.875,1,0.0002944764629169997
1482,1,1.0,1,0.00033654452904799967
1483,1,1.0,0,0.00033654452904799967
1484,1,1.0,1,0.00033654452904799967
1485,1,1.0,1,0.00033654452904799967
1486,1,0.875,1,0.0002944764629169997
1488,0,0.75,0,0.00025240839678599975
1490,1,0.875,0,0.0002944764629169997
1491,1,1.0,1,0.00033654452904799967
1492,0,0.75,0,0.00025240839678599975
1493,1,0.375,1,0.00012620419839299988
1494,1,0.875,1,0.0002944764629169997
1495,1,0.875,1,0.0002944764629169997
1496,1,1.0,1,0.00033654452904799967
1497,1,1.0,1,0.00033654452904799967
1498,1,0.875,1,0.0002944764629169997
1499,1,1.0,1,0.00033654452904799967
1501,1,0.875,1,0.0002944764629169997
1502,1,1.0,1,0.00033654452904799967
1503,1,0.875,1,0.0002944764629169997
1504,1,1.0,1,0.00033654452904799967
1505,1,1.0,1,0.00033654452904799967
1506,0,0.125,1,4.206806613099996e-05
1507,1,1.0,1,0.00033654452904799967
1508,1,1.0,1,0.00033654452904799967
1509,1,0.75,0,0.00025240839678599975
1510,1,1.0,0,0.00033654452904799967
1511,1,0.875,1,0.0002944764629169997
1512,1,1.0,1,0.00033654452904799967
1513,1,1.0,1,0.00033654452904799967
1514,1,1.0,1,0.00033654452904799967
1515,1,0.875,0,0.0002944764629169997
1516,1,0.5,1,0.00016827226452399984
1517,1,0.75,1,0.00025240839678599975
1518,0,0.5,1,0.00016827226452399984
1519,1,1.0,1,0.00033654452904799967
1520,1,1.0,1,0.00033654452904799967
1521,0,0.875,0,0.0002944764629169997
1522,1,1.0,1,0.00033654452904799967
1523,1,0.75,0,0.00025240839678599975
1524,1,0.875,1,0.0002944764629169997
1525,1,0.875,1,0.0002944764629169997
